Cutoff,vals
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,0
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,0
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,5
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,0
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,5
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,0
Bonf,5
Bonf,4
Bonf,6
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,6
Bonf,7
Bonf,7
Bonf,5
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,0
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,5
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,4
Bonf,0
Bonf,7
Bonf,5
Bonf,4
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,5
Bonf,0
Bonf,7
Bonf,0
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,7
Bonf,0
Bonf,5
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,7
Bonf,2
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,6
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,0
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,4
Bonf,0
Bonf,3
Bonf,7
Bonf,7
Bonf,2
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,0
Bonf,7
Bonf,3
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,7
Bonf,7
Bonf,0
Bonf,6
Bonf,6
Bonf,0
Bonf,6
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,0
Bonf,2
Bonf,7
Bonf,7
Bonf,7
Bonf,5
Bonf,7
Bonf,6
Bonf,7
Bonf,6
Bonf,6
Bonf,0
Bonf,5
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,7
Bonf,6
Bonf,0
Bonf,7
Bonf,0
Bonf,6
Bonf,7
Bonf,0
Bonf,7
Bonf,2
Bonf,0
Bonf,6
Bonf,4
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,7
Bonf,0
Bonf,0
Bonf,0
Bonf,5
Bonf,6
Bonf,0
Bonf,6
Bonf,7
Bonf,3
Bonf,0
Bonf,7
Bonf,7
Bonf,5
Bonf,7
Bonf,2
Bonf,7
Bonf,3
Bonf,4
Bonf,5
Bonf,7
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,3
Bonf,7
Bonf,3
Bonf,7
Bonf,4
Bonf,5
Bonf,7
Bonf,7
Bonf,6
Bonf,7
Bonf,0
Bonf,0
Bonf,7
Bonf,7
Bonf,7
Bonf,6
Bonf,4
Bonf,3
Bonf,7
Bonf,0
Bonf,0
Bonf,7
Bonf,0
Bonf,3
Bonf,3
Bonf,0
Bonf,3
Bonf,0
Bonf,5
Bonf,4
Bonf,7
Bonf,4
Bonf,3
Bonf,3
Bonf,3
Bonf,6
Bonf,6
Bonf,7
Bonf,4
Bonf,5
Bonf,6
Bonf,0
Bonf,0
Bonf,0
Bonf,0
Bonf,3
Bonf,3
Bonf,5
Bonf,3
Bonf,5
Bonf,1
Bonf,6
Bonf,0
Bonf,3
Bonf,6
Bonf,5
Bonf,3
Bonf,0
Bonf,3
Bonf,0
Bonf,0
Bonf,3
Bonf,4
Bonf,0
Bonf,0
Bonf,6
Bonf,7
Bonf,2
Bonf,3
Bonf,6
Bonf,0
Bonf,6
Bonf,3
Bonf,0
Bonf,3
Bonf,4
Bonf,0
Bonf,6
Bonf,2
Bonf,4
Bonf,0
Bonf,6
Bonf,4
Bonf,6
Bonf,0
Bonf,4
Bonf,0
Bonf,2
Bonf,3
Bonf,0
Bonf,3
Bonf,3
Bonf,3
Bonf,4
Bonf,5
Bonf,0
Bonf,3
Bonf,4
Bonf,7
Bonf,3
Bonf,3
Bonf,1
Bonf,3
Bonf,4
Bonf,3
Bonf,4
Bonf,1
Bonf,2
Bonf,1
Bonf,6
Bonf,2
